RefSoil ID	NCBI ID	Taxon ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism	RAST ID	Downloaded	Notes	Old_Assembly_Num		Inlcuded_in_my_RefSoil	Truncated_RefSoil	New_organism_name	New_Assembly_Num		Truncated_RefSoil
RefSoil_460	NC_015161.1	693977	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus proteolyticus	Deinococcus proteolyticus MRP	693977.9	y		GCF_000190555.1		y	n	Deinococcus proteolyticus MRP	GCF_000190555.1	y	n
RefSoil_461	NC_015167.1	867900	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga lytica DSM 7489	867900.8	y		GCF_000190595.1		y	n	Cellulophaga lytica DSM 7489	GCF_000190595.1	y	n
RefSoil_462	NC_015177.1	762903	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudopedobacter	Pseudopedobacter saltans	Pseudopedobacter saltans DSM 12145	762903.9	y		GCF_000190735.1		y	n	Pseudopedobacter saltans DSM 12145	GCF_000190735.1	y	n
RefSoil_463	NC_015216.1	877455	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Methanobacterium lacus	877455.1	y		GCF_000191585.1		y	n	Methanobacterium lacus	GCF_000191585.1	y	n
RefSoil_464	NC_015222.1	153948	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas		Nitrosomonas sp. AL212	153948.9	y		GCF_003011925.2		y	n	Nitrosomonas sp. AL212	GCF_003011925.2	y	n
RefSoil_465	NC_015312.1	675635	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia dioxanivorans	Pseudonocardia dioxanivorans CB1190	675635.22	y		GCF_000196675.2		y	y	Pseudonocardia dioxanivorans CB1190	GCF_000196675.2	y	y
RefSoil_466	NC_015315.1	999630	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus uzoniensis	Thermoproteus uzoniensis 768-20	999630.11	y		GCF_000193375.1		y	n	Thermoproteus uzoniensis 768-20	GCF_000193375.1	y	n
RefSoil_468	NC_015379.1	994484	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Pseudomonas brassicacearum subsp	994484.11	y		GCF_008801605.1		y	n	Pseudomonas brassicacearum subsp. brassicacearum NFM421	GCF_000194805.1	y	n
RefSoil_467	"NC_015381.1,NC_015376.1"	999541	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli	Burkholderia gladioli BSR3	"999541.18,999541.19"	y		GCF_000194745.1		y	y	Burkholderia gladioli BSR3	GCF_000194745.1	y	y
RefSoil_469	NC_015425.1	929506	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum BKT015925	929506.15	y		GCF_000204565.1		y	n	Clostridium botulinum BKT015925	GCF_000204565.1	y	n
RefSoil_470	NC_015433.1	1007064	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	Streptococcus suis ST3	1007064.8	y		GCF_000204625.1		y	n	Streptococcus suis ST3	GCF_000204625.1	y	n
RefSoil_471	NC_015460.1	1005058	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis	Gallibacterium anatis UMN179	1005058.9	y		GCF_000209675.1		y	n	Gallibacterium anatis UMN179	GCF_000209675.1	y	n
RefSoil_472	NC_015474.1	342949	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus		Pyrococcus sp. NA2	342949.12	y		GCF_000211475.1		y	n	Pyrococcus sp. NA2	GCF_000211475.1	y	n
RefSoil_473	NC_015520.1	697281	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella	Mahella australiensis	Mahella australiensis 50-1 BON	697281.7	y		GCF_000213255.1		y	n	Mahella australiensis 50-1 BON	GCF_000213255.1	y	n
RefSoil_474	NC_015563.1	742013	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia		Delftia sp. Cs1-4	742013.7	y		GCF_000214395.1		y	n	Delftia sp. Cs1-4	GCF_000214395.1	y	n
RefSoil_475	NC_015565.1	868595	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum nigrificans	Desulfotomaculum nigrificans CO-1-SRB	868595.8	y		GCF_000214435.1		y	n	Desulfotomaculum nigrificans CO-1-SRB	GCF_000214435.1	y	n
RefSoil_476	NC_015567.1	768492	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia plymuthica	Serratia plymuthica AS9	768492.14	y		GCF_000214235.1		y	n	Serratia plymuthica AS9	GCF_000214235.1	y	n
RefSoil_477	NC_015573.1	760568	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum kuznetsovii	Desulfotomaculum kuznetsovii DSM 6115	760568.7	y	was removed from NCBI? Was still able to access genome assembly number	GCA_000214705.1		n	n	Desulfofundulus kuznetsovii DSM 6115	GCA_000214705.1	n	n
RefSoil_478	NC_015577.1	545695	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema azotonutricium	Treponema azotonutricium ZAS-9	545695.1	y		GCF_000214355.1		y	n	Leadbettera azotonutricia ZAS-9	GCF_000214355.1	y	n
RefSoil_479	NC_015578.1	545694	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema primitia	Treponema primitia ZAS-2	545694.11	y		GCF_000214375.1		y	n	Treponema primitia ZAS-2	GCF_000214375.1	y	n
RefSoil_480	NC_015580.1	702113	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		Novosphingobium sp. PP1Y	702113.13	y		GCF_000253255.1		y	n	Novosphingobium sp. PP1Y	GCF_000253255.1	y	n
RefSoil_481	NC_015589.1	696281	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum ruminis	Desulfotomaculum ruminis DSM 2154	696281.11	y		GCF_000215085.1		y	y	Desulforamulus ruminis DSM 2154	GCF_000215085.1	y	y
RefSoil_482	"NC_015590.1,NC_015596.1,NC_015591.1"	693982	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	Sinorhizobium meliloti AK83	"693982.23,693982.24,693982.25"	y		GCF_000147795.2		y	n	Sinorhizobium meliloti AK83	GCF_000147795.2	y	n
RefSoil_483	"NC_015593.1,NC_015594.1"	690566	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium chlorophenolicum	Sphingobium chlorophenolicum L-1	"690566.11,690566.1"	y		GCF_000147835.2		y	n	Sphingobium chlorophenolicum L-1	GCF_000147835.2	y	n
RefSoil_484	NC_015601.1	650150	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae	Erysipelothrix rhusiopathiae str. Fujisawa	650150.8	y		GCF_000270085.1		y	n	Erysipelothrix rhusiopathiae str. Fujisawa	GCF_000270085.1	y	n
RefSoil_485	NC_015634.1	941639	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans	Bacillus coagulans 2-6	941639.14	y		GCF_000217835.1		y	n	Heyndrickxia coagulans 2-6	GCF_000217835.1	y	n
RefSoil_486	NC_015635.1	1032480	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus phosphovorus	Microlunatus phosphovorus NM-1	1032480.8	y		GCF_000270245.1		y	n	Microlunatus phosphovorus NM-1	GCF_000270245.1	y	n
RefSoil_487	NC_015656.1	656024	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia		Frankia symbiont of Datisca glomerata	656024.11	y		GCF_000177615.2		y	y	Candidatus Protofrankia datiscae	GCF_000177615.2	y	y
RefSoil_488	NC_015675.1	536019	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium opportunistum	Mesorhizobium opportunistum WSM2075	536019.9	y		GCF_000176035.2		y	n	Mesorhizobium opportunistum WSM2075	GCF_000176035.2	y	n
RefSoil_489	NC_015676.1	679901	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosalsum	Methanosalsum zhilinae	Methanosalsum zhilinae DSM 4017	679901.12	y		GCF_000217995.1		y	n	Methanosalsum zhilinae DSM 4017	GCF_000217995.1	y	n
RefSoil_490	NC_015677.1	365046	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter tataouinensis	Ramlibacter tataouinensis TTB310	365046.11	y		GCF_000215705.1		y	y	Ramlibacter tataouinensis TTB310	GCF_000215705.1	y	y
RefSoil_491	NC_015683.1	945712	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans BR-AD22	945712.11	y		GCF_000215665.1		y	n	Corynebacterium ulcerans BR-AD22	GCF_000215665.1	y	n
RefSoil_492	NC_015684.1	504832	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	Oligotropha carboxidovorans	Oligotropha carboxidovorans OM5	504832.15	y		GCF_000218585.1		y	n	Afipia carboxidovorans OM5	GCF_000218565.1	y	n
RefSoil_493	NC_015687.1	991791	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	Clostridium acetobutylicum DSM 1731	991791.9	y		GCF_000218855.1		y	n	Clostridium acetobutylicum DSM 1731	GCF_000218855.1	y	n
RefSoil_494	NC_015690.1	1036673	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus mucilaginosus	Paenibacillus mucilaginosus KNP414	1036673.11	y		GCF_000218915.1		y	y	Paenibacillus mucilaginosus KNP414	GCF_000218915.1	y	y
RefSoil_495	NC_015696.1	573569	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella		Francisella sp. TX077308	573569.7	y		GCF_000815225.1		y	n	Francisella salina	GCF_000219045.1	y	n
RefSoil_496	NC_015707.1	688269	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga thermarum	Pseudothermotoga thermarum DSM 5069	688269.8	y		GCF_000217815.1		y	n	Pseudothermotoga thermarum DSM 5069	GCF_000217815.1	y	n
RefSoil_497	NC_015717.1	717785	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium		Hyphomicrobium sp. MC1	717785.8	y		GCF_000253295.1		y	n	Hyphomicrobium sp. MC1	GCF_000253295.1	y	n
RefSoil_498	"NC_015726.1,NC_015723.1"	1042878	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator	Cupriavidus necator N-1	"1042878.35,1042878.34"	y		GCF_000219215.1		y	n	Cupriavidus necator N-1	GCF_000219215.1	y	n
RefSoil_499	NC_015733.1	1042876	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	Pseudomonas putida S16	1042876.14	y		GCF_000219705.1		y	y	Pseudomonas putida S16	GCF_000219705.1	y	y
RefSoil_500	NC_015734.1	979982	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc		Leuconostoc sp. C2	979982.6	y		GCF_000219785.1		y	n	Leuconostoc sp. C2	GCF_000219785.1	y	n
RefSoil_501	NC_015758.1	572418	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium africanum	Mycobacterium africanum GM041182	572418.13	y		GCF_000666065.1		y	n	Mycobacterium tuberculosis variant africanum GM041182	GCF_000253355.1	y	n
RefSoil_502	NC_015846.1	860228	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga canimorsus Cc5	860228.9	y		GCF_000220625.1		y	n	Capnocytophaga canimorsus Cc5	GCF_000220625.1	y	n
RefSoil_503	NC_015847.1	1053692	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	Methanococcus maripaludis X1	1053692.11	y		GCF_000220645.1		y	n	Methanococcus maripaludis X1	GCF_000220645.1	y	n
RefSoil_504	NC_015856.1	1005048	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas fungivorans	Collimonas fungivorans Ter331	1005048.16	y		GCF_000221045.1		y	n	Collimonas fungivorans Ter331	GCF_000221045.1	y	n
RefSoil_505	"NC_015857.1,NC_015858.1"	520461	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella pinnipedialis	Brucella pinnipedialis B2/94	"520461.13,520461.14"	y		GCF_000157815.1		y	n	Brucella pinnipedialis B2/94	GCF_000157815.1	y	n
RefSoil_506	NC_015859.1	858619	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium variabile	Corynebacterium variabile DSM 44702	858619.9	y		GCF_000179395.2		y	y	Corynebacterium variabile DSM 44702	GCF_000179395.2	y	y
RefSoil_507	NC_015942.1	743299	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans	Acidithiobacillus ferrivorans SS3	743299.18	y		GCF_000214095.2		y	n	Acidithiobacillus ferrivorans SS3	GCF_000214095.2	y	n
RefSoil_508	NC_015947.1	868597	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia JV3	868597.13	y		GCF_000223885.1		y	n	Stenotrophomonas maltophilia JV3	GCF_000223885.1	y	n
RefSoil_509	NC_015953.1	862751	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		Streptomyces sp. SirexAA-E	862751.17	y		GCF_000177195.2		y	n	Streptomyces sp. SirexAA-E	GCF_000177195.2	y	n
RefSoil_510	NC_015957.1	653045	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceusniger	Streptomyces violaceusniger Tu 4113	653045.17	y		GCF_000147815.2		y	n	Streptomyces violaceusniger Tu 4113	GCF_000147815.2	y	n
RefSoil_511	NC_015976.1	627192	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium		Sphingobium sp. SYK-6	627192.15	y		GCF_000283515.1		y	n	Sphingobium sp. SYK-6	GCF_000283515.1	y	n
RefSoil_512	NC_016001.1	1034807	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium branchiophilum	Flavobacterium branchiophilum FL-15	1034807.13	y		GCF_000253275.1		y	y	Flavobacterium branchiophilum FL-15	GCF_000253275.1	y	y
RefSoil_513	NC_016002.1	748280	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Pseudogulbenkiania		Pseudogulbenkiania sp. NH8B	748280.7	y		GCF_000283535.1		y	n	Pseudogulbenkiania sp. NH8B	GCF_000283535.1	y	n
RefSoil_514	NC_016023.1	345219	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans	Bacillus coagulans 36D1	345219.35	y		GCF_000169195.2		y	y	Heyndrickxia coagulans 36D1	GCF_000169195.2	y	y
RefSoil_515	"NC_016024.1,NC_016025.1"	981222	Bacteria	Acidobacteria	Blastocatellia			Chloracidobacterium	Chloracidobacterium thermophilum	Chloracidobacterium thermophilum B	"981222.17,981222.18"	y		GCF_000226295.1		y	y	Chloracidobacterium thermophilum B	GCF_000226295.1	y	y
RefSoil_516	NC_016026.1	856793	Bacteria	Proteobacteria	Alphaproteobacteria			Micavibrio	Micavibrio aeruginosavorus	Micavibrio aeruginosavorus ARL-13	856793.13	y		GCF_000226315.1		y	n	Micavibrio aeruginosavorus ARL-13	GCF_000226315.1	y	n
RefSoil_517	NC_016047.1	1052585	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	Bacillus subtilis subsp. spizizenii TU-B-10	1052585.14	y	for some reason did not download originally? Was still able to access genome assembly number	GCF_000227465.1		y	n	Bacillus spizizenii TU-B-10	GCF_000227465.1	y	n
RefSoil_518	NC_016070.1	768679	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus tenax	Thermoproteus tenax Kra 1	768679.15	y		GCF_000253055.1		y	n	Thermoproteus tenax Kra 1	GCF_000253055.1	y	n
RefSoil_519	NC_016109.1	452652	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora setae	Kitasatospora setae KM-6054	452652.9	y		GCF_000269985.1		y	n	Kitasatospora setae KM-6054	GCF_000269985.1	y	n
RefSoil_520	NC_016111.1	1003195	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cattleya	Streptomyces cattleya NRRL 8057	1003195.35	y		GCF_000237305.1		y	y	Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488	GCF_000237305.1	y	y
RefSoil_521	NC_016114.1	591167	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pratensis	Streptomyces pratensis ATCC 33331	591167.19	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000176115.2		n	n	Streptomyces pratensis ATCC 33331	*Sad NO Buzzer noises*	n	n
RefSoil_522	NC_016147.2	1045855	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas spadix	Pseudoxanthomonas spadix BD-a59	1045855.7	y		GCF_000233915.3		y	n	Pseudoxanthomonas spadix BD-a59	GCF_000233915.3	y	n
RefSoil_523	NC_016148.1	580340	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	Thermovirga lienii	Thermovirga lienii DSM 17291	580340.14	y		GCF_000233775.1		y	n	Thermovirga lienii DSM 17291	GCF_000233775.1	y	n
RefSoil_525	NC_016510.2	1041826	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium columnare	Flavobacterium columnare ATCC 49512	1041826.26	y		GCF_000240075.2		y	n	Flavobacterium columnare ATCC 49512	GCF_000240075.2	y	n
RefSoil_526	NC_016514.1	1045856	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	Enterobacter cloacae EcWSU1	1045856.11	y	for some reason did not download originally? Was still able to access genome assembly number	GCF_000239975.1		y	n	Enterobacter ludwigii	GCF_001750725.1	y	n
RefSoil_527	NC_016582.1	749414	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bingchenggensis	Streptomyces bingchenggensis BCW-1	749414.17	y		GCF_000092385.1		y	n	Streptomyces bingchenggensis BCW-1	GCF_000092385.1	y	n
RefSoil_528	NC_016584.1	768706	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus orientis	Desulfosporosinus orientis DSM 765	768706.9	y		GCF_000235605.1		y	n	Desulfosporosinus orientis DSM 765	GCF_000235605.1	y	n
RefSoil_536	"NC_016589.1,NC_016625.1,NC_016590.1"	1097668	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		Burkholderia sp. YI23	"1097668.25,1097668.26,1097668.24"	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000236065.1		y	y	Burkholderia sp. YI23	GCF_000236065.1	y	y
RefSoil_529	NC_016604.1	710685	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium rhodesiae	Mycobacterium rhodesiae NBB3	710685.1	y		GCF_000230895.2		y	y	Mycolicibacterium rhodesiae NBB3	GCF_000230895.2	y	y
RefSoil_530	NC_016609.1	700598	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella	Niastella koreensis	Niastella koreensis GR20-10	700598.1	y		GCF_000246855.1		y	n	Niastella koreensis GR20-10	GCF_000246855.1	y	n
RefSoil_531	NC_016612.1	1006551	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	Klebsiella oxytoca KCTC 1686	1006551.18	y		GCF_000240325.1		y	n	Klebsiella michiganensis KCTC 1686	GCF_000240325.1	y	n
RefSoil_532	NC_016616.1	640081	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	Azospira oryzae	Dechlorosoma suillum PS	640081.6	y		GCF_000236665.1		y	n	Azospira oryzae PS	GCF_000236665.1	y	n
RefSoil_533	NC_016617.1	1064539	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum brasilense	Azospirillum brasilense Sp245	1064539.12	y		GCF_000404045.1		y	n	Azospirillum baldaniorum	GCF_003119195.2	y	n
RefSoil_534	NC_016620.1	862908	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Halobacteriovoraceae	Halobacteriovorax	Halobacteriovorax marinus	Halobacteriovorax marinus SJ	862908.7	y		GCF_000210915.2		y	n	Halobacteriovorax marinus SJ	GCF_000210915.2	y	n
RefSoil_535	NC_016622.1	862719	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	Azospirillum lipoferum 4B	862719.1	y		GCF_000283655.1		y	n	Azospirillum lipoferum 4B	GCF_000283655.1	y	n
RefSoil_537	NC_016627.1	720554	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] clariflavum	[Clostridium] clariflavum DSM 19732	720554.7	y		GCF_000237085.1		y	n	Acetivibrio clariflavus DSM 19732	GCF_000237085.1	y	n
RefSoil_538	NC_016629.1	690850	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio africanus	Desulfovibrio africanus str. Walvis Bay	690850.1	y	for some reason did not download originally? Was still able to access genome assembly number	GCF_000212675.2		y	y	Desulfocurvibacter africanus subsp. africanus str. Walvis Bay	GCF_000212675.2	y	y
RefSoil_539	NC_016631.1	682795	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella mallensis	Granulicella mallensis MP5ACTX8	682795.9	y		GCF_000178955.2		y	n	Granulicella mallensis MP5ACTX8	GCF_000178955.2	y	n
RefSoil_540	NC_016641.1	985665	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus terrae	Paenibacillus terrae HPL-003	985665.8	y		GCF_000235585.1		y	y	Paenibacillus terrae HPL-003	GCF_000235585.1	y	y
RefSoil_541	NC_016771.1	334406	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus NC7401	334406.11	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000283675.1		y	n	Bacillus cereus NC7401	GCF_000283675.1	y	n
RefSoil_542	NC_016779.1	347495	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus F837/76	347495.9	y		GCF_000239195.1		y	y	Bacillus cereus F837/76	GCF_000239195.1	y	y
RefSoil_543	NC_016784.1	1114958	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methylotrophicus	Bacillus methylotrophicus CAU B946	1114958.11	y		GCF_000283695.1		y	n	Bacillus velezensis CAU B946	GCF_000283695.1	y	n
RefSoil_544	NC_016790.1	698971	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae	Corynebacterium diphtheriae VA01	698971.7	y		GCF_000255255.1		y	n	Corynebacterium diphtheriae VA01	GCF_000255255.1	y	n
RefSoil_545	NC_016800.1	698973	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae	Corynebacterium diphtheriae BH8	698973.7	y		GCF_000241935.1		y	y	Corynebacterium diphtheriae BH8	GCF_000241935.1	y	y
RefSoil_546	NC_016801.1	698963	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae	Corynebacterium diphtheriae C7 (beta)	698963.1	y		GCF_000255175.1		y	n	Corynebacterium diphtheriae C7 (beta)	GCF_000255175.1	y	n
RefSoil_547	NC_016811.1	933093	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	Legionella pneumophila subsp. pneumophila ATC	933093.7	y		GCF_000586295.1		y	y	Legionella pneumophila subsp. pneumophila ATCC 43290	GCF_000239175.1	y	y
RefSoil_548	NC_016812.1	1117943	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii	Sinorhizobium fredii HH103	1117943.27	y		GCF_000283895.1		y	n	Sinorhizobium fredii HH103	GCF_000283895.1	y	n
RefSoil_549	NC_016816.1	1123863	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea ananatis	Pantoea ananatis LMG 5342	1123863.19	y		GCF_000283875.1		y	n	Pantoea ananatis LMG 5342	GCF_000283875.1	y	n
RefSoil_550	NC_016826.1	1069533	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius	Streptococcus infantarius subsp. infantariu	1069533.21	y		GCF_018499115.1		y	y	Streptococcus infantarius subsp. infantarius CJ18	GCF_000246835.1	y	y
RefSoil_551	NC_016830.1	1114970	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Pseudomonas fluorescens F113	1114970.22	y		GCF_000237065.1		y	n	Pseudomonas ogarae	GCF_002879715.1	y	n
